Location number,Month,State,Gross revenue,Fixed cost,Variable cost,Rental cost,Number of products,Owned
78,7,GA,21440047.25,6088651.63,12178444.81,225320,4466,FALSE
78,8,GA,27521334.68,6741792.37,15663149.31,225320,4466,FALSE
78,9,GA,30584910.47,7969395.07,17006204.77,225320,4466,FALSE
78,10,GA,27397963.08,6314904.26,15495464.29,225320,4466,FALSE
78,11,GA,23575507.87,5135904.4,12993342.58,225320,4466,FALSE
78,12,GA,30170537.27,7124576.67,17759691.15,225320,4466,FALSE
79,1,CA,21061719.48,3774984.2,11181017.92,82290,4673,FALSE
79,2,CA,17649895.83,3706951.22,9350008.12,82290,4673,FALSE
79,3,CA,22133392.4,4670077.92,11398227.51,82290,4673,FALSE
79,4,CA,20048020.2,3691859.9,10474964.7,82290,4673,FALSE
79,5,CA,12601779.92,3575106.13,6512297.22,82290,4673,FALSE
79,6,CA,18654063.64,4431201.56,8989173.92,82290,4673,FALSE
79,7,CA,21508046.02,4236575.44,7630826.1,82290,4673,FALSE
79,8,CA,20633751.9,5682607.13,7444971.4,82290,4673,FALSE
79,9,CA,19108485.64,3312405.68,8277674.67,82290,4673,FALSE
79,10,CA,27676682.9,4505528.65,12688659.62,82290,4673,FALSE
79,11,CA,26916043.56,4374999.91,11588808.66,82290,4673,FALSE
79,12,CA,30733580.55,5131644.53,14924128.68,82290,4673,FALSE
80,1,CO,19137160.72,4503221.74,10143721.5,130370,4565,FALSE
80,2,CO,17381182.51,4167954.34,8849142.19,130370,4565,FALSE
80,3,CO,28882675.61,4973378.84,11268687.12,130370,4565,FALSE
80,4,CO,22307512.15,4450439.03,9140397.38,130370,4565,FALSE
80,5,CO,22498409.51,5069486.54,10858000.72,130370,4565,FALSE
80,6,CO,21165329.22,5359272.52,10932205.88,130370,4565,FALSE
80,7,CO,19870482.47,4396573.58,9975492.49,130370,4565,FALSE
80,8,CO,14843380.77,4002751.16,7365289.38,130370,4565,FALSE
80,9,CO,21452380.98,5024932.48,10902961.4,130370,4565,FALSE
80,10,CO,16965691.08,4019979.47,8828931.59,130370,4565,FALSE
80,11,CO,20169096.09,4269813.52,10244920.21,130370,4565,FALSE
80,12,CO,26407198.44,4927148.32,14201369.72,130370,4565,FALSE
81,1,TX,53034111.52,7516526.87,26372054.86,0,4767,TRUE
81,2,TX,48424925.81,6518369.67,24307380.41,0,4767,TRUE
81,3,TX,53586223.33,7883018.25,26171129.95,0,4767,TRUE
81,4,TX,45209755.09,7591753.35,22437459.22,0,4767,TRUE
81,5,TX,40324461.3,7015513.81,21218383.77,0,4767,TRUE
81,6,TX,54529338.05,8020897.55,26725814.11,0,4767,TRUE
81,7,TX,38023095,7423563.21,18709792.48,0,4767,TRUE
81,8,TX,38874576.92,6356026.73,18725816.63,0,4767,TRUE
81,9,TX,52784057.89,7830095.79,24795143.34,0,4767,TRUE
81,10,TX,40700617.61,5487287.45,20468260.51,0,4767,TRUE
81,11,TX,39627814.63,5594454.74,19637845.31,0,4767,TRUE
81,12,TX,38423600.46,7404696.39,19484344.17,0,4767,TRUE
82,1,TX,16301627.76,4005405.43,8351481.03,52650,4478,FALSE
82,2,TX,19906698.67,3202084.14,11270213.81,52650,4478,FALSE
82,3,TX,20898888.03,4626663.65,12317544.79,52650,4478,FALSE
82,4,TX,15809670.4,3827239.7,9191068.27,52650,4478,FALSE
82,5,TX,19374392.63,4921318.18,11196173.36,52650,4478,FALSE
82,6,TX,28417909.97,5027790.15,14825328.41,52650,4478,FALSE
82,7,TX,17050761.99,4943205.15,8727380.42,52650,4478,FALSE
82,8,TX,25408725.99,4024878.56,13532577.75,52650,4478,FALSE
82,9,TX,21368758.21,5799297.93,10945249.13,52650,4478,FALSE
82,10,TX,23185815.13,3278763.47,11997227.93,52650,4478,FALSE
82,11,TX,20520369.03,4386239.93,10647027.51,52650,4478,FALSE
82,12,TX,25806493.69,5584201.31,13219954.8,52650,4478,FALSE
83,1,IL,30468650.14,6897431.48,16886874.34,188250,4473,FALSE
83,2,IL,31371193.93,6880899.68,17345767.11,188250,4473,FALSE
83,3,IL,40344161.41,8527725.12,22029136.02,188250,4473,FALSE
83,4,IL,34745416.86,6961016.21,19157994.87,188250,4473,FALSE
83,5,IL,26762451.87,5591534.56,15251600.36,188250,4473,FALSE
83,6,IL,39570337.6,8544573.57,21493628.74,188250,4473,FALSE
83,7,IL,27832049.07,6846646.9,15109354.47,188250,4473,FALSE
83,8,IL,33557423.07,7044767.23,18091205.39,188250,4473,FALSE
83,9,IL,34597924.03,8559212.84,18745358.34,188250,4473,FALSE
83,10,IL,26577572.84,5961488.17,14743707.51,188250,4473,FALSE
83,11,IL,26251233.69,6014437.73,13998649.42,188250,4473,FALSE
83,12,IL,35793425.65,7806308.18,19952995.51,188250,4473,FALSE
84,1,CA,7246981.791,2740317.73,3610929.57,53590,4371,FALSE
84,2,CA,8487797.107,2714431.72,4249117.12,53590,4371,FALSE
84,3,CA,11282564.24,2583678.42,5408519.24,53590,4371,FALSE
84,4,CA,6040101.51,2387047.95,2858293.05,53590,4371,FALSE
84,5,CA,7886223.743,1941514.89,3642366.95,53590,4371,FALSE
84,6,CA,8350224.706,1977497.52,4050287.21,53590,4371,FALSE
84,7,CA,6928214.675,2085254.62,3281128.03,53590,4371,FALSE
84,8,CA,7312700.824,2324163.96,3717705.28,53590,4371,FALSE
84,9,CA,7664058.609,2591643.81,3703439.07,53590,4371,FALSE
84,10,CA,7960623.026,2241673.66,3857803.91,53590,4371,FALSE
84,11,CA,5422936.063,2673745.94,2631930.68,53590,4371,FALSE
84,12,CA,10809709.1,2739320.33,5782935.36,53590,4371,FALSE
85,1,IL,28183754.4,5932252.35,13319412.73,92350,4713,FALSE
85,2,IL,28271247.7,5340793.22,13739793.75,92350,4713,FALSE
85,3,IL,32547117.18,6239786.82,15736284.76,92350,4713,FALSE
85,4,IL,26925785.48,5042573.06,12897783.71,92350,4713,FALSE
85,5,IL,28761095.32,5384037.28,13807715.67,92350,4713,FALSE
85,6,IL,34131532.56,6803962.73,15741977.44,92350,4713,FALSE
85,7,IL,25981722.28,6245203.41,12106548.33,92350,4713,FALSE
85,8,IL,30364128.62,5234352.91,14532522.75,92350,4713,FALSE
85,9,IL,36837553.28,6844896.76,17866441.56,92350,4713,FALSE
85,10,IL,28765790.28,5658690.18,13453600.54,92350,4713,FALSE
85,11,IL,26826396.79,5326464.87,13736386.39,92350,4713,FALSE
85,12,IL,35525262.72,6915352.31,16732679.09,92350,4713,FALSE
86,1,IL,71310725.6,13117397.25,38821582.49,258920,4592,FALSE
86,2,IL,69730778.06,12175404.73,37992327.21,258920,4592,FALSE
86,3,IL,92385079.94,14542068.94,52084544.32,258920,4592,FALSE
86,4,IL,62416242.59,11539571.98,33310129.28,258920,4592,FALSE
86,5,IL,81675967.42,12008379.74,44332304.64,258920,4592,FALSE
86,6,IL,85426392.02,15577814.9,45889672.61,258920,4592,FALSE
86,7,IL,74474908.87,11901424.57,41859266.71,258920,4592,FALSE
86,8,IL,71694986.19,13281106.34,39087244.41,258920,4592,FALSE
86,9,IL,73796109.69,14444971.57,41576922.56,258920,4592,FALSE
86,10,IL,66967264.86,11907570.1,36258383.73,258920,4592,FALSE
86,11,IL,56192138.53,11838302.63,31316364.9,258920,4592,FALSE
86,12,IL,75914815.01,13675170.97,41240284.59,258920,4592,FALSE
87,1,TX,17468374.58,3974749.04,8687949.8,89050,4542,FALSE
87,2,TX,24177771.79,3463183.81,11902517.32,89050,4542,FALSE
87,3,TX,23319920.16,3780300.04,12040101.08,89050,4542,FALSE
87,4,TX,20821246.18,3941742.93,10428308.92,89050,4542,FALSE
87,5,TX,20995123.08,4432992.89,10752729.01,89050,4542,FALSE
87,6,TX,20788563.77,4545033.25,10841327.2,89050,4542,FALSE
87,7,TX,23347632.56,4408677.81,11941903.64,89050,4542,FALSE
87,8,TX,19503087.33,3971314.16,9797014.13,89050,4542,FALSE
87,9,TX,19012024.18,4592024.56,9735665.19,89050,4542,FALSE
87,10,TX,15635467.27,4059686.68,7615097.73,89050,4542,FALSE
87,11,TX,17742486.09,3922159.27,8912009.27,89050,4542,FALSE
87,12,TX,29440297.6,4609151.61,15475762.61,89050,4542,FALSE
88,1,IL,20907073.61,5024362.55,10127888.14,192960,4505,FALSE
88,2,IL,21613002.69,5292535.44,10779820.57,192960,4505,FALSE
88,3,IL,26053723.62,5922059.34,12233367.9,192960,4505,FALSE
88,4,IL,17682561.89,4546010.42,8975930.73,192960,4505,FALSE
88,5,IL,16687316.25,4569612.09,7865733.88,192960,4505,FALSE
88,6,IL,24175934.34,6128733.59,10939825.64,192960,4505,FALSE
88,7,IL,19226781.61,4635920.2,9089549.36,192960,4505,FALSE
88,8,IL,19909622.75,4988918.87,9169204.5,192960,4505,FALSE
88,9,IL,20801289.6,5849901.51,9353579.98,192960,4505,FALSE
88,10,IL,21998440.72,5162453.92,10668369.43,192960,4505,FALSE
88,11,IL,21309001.91,5192707.46,10799164.09,192960,4505,FALSE
88,12,IL,25774105.9,6298420.75,12649109.86,192960,4505,FALSE
89,1,NJ,13606123.86,4251459.88,7284118.88,68830,4505,FALSE
89,2,NJ,10206655.25,4017794.14,5383924.77,68830,4505,FALSE
89,3,NJ,17875820.73,4533772.1,9502371.34,68830,4505,FALSE
89,4,NJ,12125771.61,3520311.93,6425102.3,68830,4505,FALSE
89,5,NJ,12736066.16,3248557.12,6628528.43,68830,4505,FALSE
89,6,NJ,14896070.79,4371550.66,7681936.1,68830,4505,FALSE
89,7,NJ,14235832.52,3820342.76,7063444.55,68830,4505,FALSE
89,8,NJ,12030320.51,3937997.32,6159740.33,68830,4505,FALSE
89,9,NJ,15652301.06,4658998.22,8039040.57,68830,4505,FALSE
89,10,NJ,14517249.19,3634959.15,7468426.78,68830,4505,FALSE
89,11,NJ,12161936.5,3857979.09,6442044.13,68830,4505,FALSE
89,12,NJ,20473342.94,4668123.06,10531459.68,68830,4505,FALSE
90,1,IL,36617781.85,6317101.2,18725173.22,0,4709,TRUE
90,2,IL,39195017.74,7170241.79,20500198.62,0,4709,TRUE
90,3,IL,36221497.84,7209841.22,18009743.4,0,4709,TRUE
90,4,IL,33024675.53,6663674.81,16760648.58,0,4709,TRUE
90,5,IL,29452683.1,5835180.72,15005268.53,0,4709,TRUE
90,6,IL,40771040.62,6317227.12,20295371.8,0,4709,TRUE
90,7,IL,33402400.09,6517059.96,15754944.12,0,4709,TRUE
90,8,IL,37063776.66,6288641.18,18691193.51,0,4709,TRUE
90,9,IL,44661002.89,7192536.22,23580417.03,0,4709,TRUE
90,10,IL,35725941.78,7133802.41,18936387.5,0,4709,TRUE
90,11,IL,34939393.9,7001185.24,18490957.02,0,4709,TRUE
90,12,IL,50970225.93,9169336.32,26468722.3,0,4709,TRUE
91,1,TX,26897848.1,4379741.93,13404965.03,182610,4583,FALSE
91,2,TX,32687620.39,5052532.51,16821671.31,182610,4583,FALSE
91,3,TX,37952693.33,5516862.45,19183217.55,182610,4583,FALSE
91,4,TX,23803699.77,4666438.44,11170250.27,182610,4583,FALSE
91,5,TX,21158149.33,4420348.53,10011263.82,182610,4583,FALSE
91,6,TX,30122120.61,5417169.84,14503710.91,182610,4583,FALSE
91,7,TX,23816234.76,4648471.87,11424742.35,182610,4583,FALSE
91,8,TX,32023248.1,4458348.4,15768686.07,182610,4583,FALSE
91,9,TX,39613680,6431228.34,19629010.61,182610,4583,FALSE
91,10,TX,25093073.22,5433175.47,11816974.42,182610,4583,FALSE
91,11,TX,22022946.76,4593417.64,10889392.08,182610,4583,FALSE
91,12,TX,31269691.3,5609681.46,16100616.91,182610,4583,FALSE
92,1,IL,35792104.55,6762551.96,18606959.33,201390,4538,FALSE
92,2,IL,37587845.92,8112823.72,19066102.57,201390,4538,FALSE
92,3,IL,42197948.39,9723057.84,21480350.26,201390,4538,FALSE
92,4,IL,30190463.61,7386064.59,15440541.53,201390,4538,FALSE
92,5,IL,37745027.24,7201999,19287761.43,201390,4538,FALSE
92,6,IL,41124785.93,9093576.5,22105840.42,201390,4538,FALSE
92,7,IL,30604396.2,6407677.81,16683487.39,201390,4538,FALSE
92,8,IL,34085641.88,6840850.99,17308153.89,201390,4538,FALSE
92,9,IL,42477069.98,8596873.05,21375173.64,201390,4538,FALSE
92,10,IL,29468980.64,7030700.32,15007599.01,201390,4538,FALSE
92,11,IL,35791580.77,6363935.67,19101820.86,201390,4538,FALSE
92,12,IL,33487773.47,8783814.62,16786230.78,201390,4538,FALSE
93,1,IL,28748783.97,6660516.22,17060203.5,92420,4537,FALSE
93,2,IL,33415370.16,7414230.64,18975531.07,92420,4537,FALSE
93,3,IL,43034563.34,8625921.71,24047496.66,92420,4537,FALSE
93,4,IL,31310147.09,7849404.95,16545320.27,92420,4537,FALSE
93,5,IL,31950265.01,7298942.45,18038717.49,92420,4537,FALSE
93,6,IL,38692266.89,8794512.24,21022862.02,92420,4537,FALSE
93,7,IL,30296501.23,6821371.5,16620856.29,92420,4537,FALSE
93,8,IL,31146876.36,6037392.71,16796427.29,92420,4537,FALSE
93,9,IL,42470902.3,7285581.76,22816322.19,92420,4537,FALSE
93,10,IL,28124210.11,7477042.24,15982302.08,92420,4537,FALSE
93,11,IL,32285703.36,6047402.9,18419790.49,92420,4537,FALSE
93,12,IL,41611241.24,7873240.04,24134948.12,92420,4537,FALSE
94,1,IL,10624756.57,3725935.88,6035920.3,123210,4329,FALSE
94,2,IL,12054847.3,3375174.01,6637950.53,123210,4329,FALSE
94,3,IL,16988871.07,4126387.82,8675137.48,123210,4329,FALSE
94,4,IL,8334944.592,4270162.18,4709103.66,123210,4329,FALSE
94,5,IL,8510972.261,3105207.81,5081627.23,123210,4329,FALSE
94,6,IL,12281516.18,4412164.6,6768306.71,123210,4329,FALSE
94,7,IL,15027167.53,2860364.13,8093285.88,123210,4329,FALSE
94,8,IL,9353132.535,2217161.98,5041926.76,123210,4329,FALSE
94,9,IL,12646941.5,2865904.71,7325896.93,123210,4329,FALSE
94,10,IL,15323891.29,2509303.3,8354806.74,123210,4329,FALSE
94,11,IL,15243701.34,3138017.34,8396349.65,123210,4329,FALSE
94,12,IL,19518105.62,3896135.33,9946289.79,123210,4329,FALSE
95,1,NJ,14984656.77,4813697.56,9548601.42,84760,4416,FALSE
95,2,NJ,16474929.55,4385355.05,8854063.17,84760,4416,FALSE
95,3,NJ,19379217.33,5600690.29,10577373.84,84760,4416,FALSE
95,4,NJ,13695432.5,4511156.08,7356545.27,84760,4416,FALSE
95,5,NJ,19397868.14,5103872.51,11328963.54,84760,4416,FALSE
95,6,NJ,16553820.96,6794262.44,9604730.69,84760,4416,FALSE
95,7,NJ,21549197.9,5080695.25,12648749.3,84760,4416,FALSE
95,8,NJ,23145282.66,5168300.69,13164151.59,84760,4416,FALSE
95,9,NJ,28178377.78,7187579.7,16477907.93,84760,4416,FALSE
95,10,NJ,22876163.73,5786462.51,13146659.55,84760,4416,FALSE
95,11,NJ,15460445.49,7136338.02,9425254.67,84760,4416,FALSE
95,12,NJ,19792760.2,3377373.55,11671486.86,84760,4416,FALSE
96,1,CA,39816235.94,7831731.5,20733601.38,418620,4490,FALSE
96,2,CA,45306031.63,8583206.7,23704931.32,418620,4490,FALSE
96,3,CA,61985978.33,10495380.08,33182660.81,418620,4490,FALSE
96,4,CA,39524174.72,9236401.39,20625592.75,418620,4490,FALSE
96,5,CA,44007848.6,7679798.17,21067410.47,418620,4490,FALSE
96,6,CA,55297684,8305787.01,28559506.29,418620,4490,FALSE
96,7,CA,43052888.31,8322507.16,22959817.37,418620,4490,FALSE
96,8,CA,47294743.11,7908537.61,24520069.92,418620,4490,FALSE
96,9,CA,49026680.33,10686848.2,26282090.56,418620,4490,FALSE
96,10,CA,40238431.73,8256252.76,20706636.79,418620,4490,FALSE
96,11,CA,33758709.97,7680433.14,17504631.2,418620,4490,FALSE
96,12,CA,55214336.68,9582556.41,30071025.02,418620,4490,FALSE
97,1,WA,15965923.39,4640393.02,7734376.62,93370,4310,FALSE
97,2,WA,17702841.51,4509977.24,9504762.25,93370,4310,FALSE
97,3,WA,14906123.05,4352203.39,7777795.8,93370,4310,FALSE
97,4,WA,9261017.813,3496220,4742099.36,93370,4310,FALSE
97,5,WA,8151781.699,2979758.51,3871697.86,93370,4310,FALSE
97,6,WA,16274838.47,4800276.84,8276826.61,93370,4310,FALSE
97,7,WA,11090695.65,3673939.23,5886136.07,93370,4310,FALSE
97,8,WA,10940602.13,3424046.52,5826972.38,93370,4310,FALSE
97,9,WA,13888833.98,4721188.71,6977611.87,93370,4310,FALSE
97,10,WA,14549099.75,4005398.77,7048855.13,93370,4310,FALSE
97,11,WA,10920104.19,3854204.33,5912381.62,93370,4310,FALSE
97,12,WA,15912700.94,4514062.47,7853542.33,93370,4310,FALSE
98,1,GA,47493396.11,10595342.98,28107164.48,436570,4403,FALSE
98,2,GA,50292344.02,11541416.23,28882874.21,436570,4403,FALSE
98,3,GA,52798936.52,12393269.8,30319340.8,436570,4403,FALSE
98,4,GA,31221403.87,9929954.07,17030278.25,436570,4403,FALSE
98,5,GA,42089585.83,8708995.23,23658656,436570,4403,FALSE
98,6,GA,52366378.93,11900600.82,29997043.64,436570,4403,FALSE
98,7,GA,42550726.73,9244424.33,24214505.02,436570,4403,FALSE
98,8,GA,42245936.03,9434852.57,23155614.46,436570,4403,FALSE
98,9,GA,45138709.12,11542380.81,25617338.48,436570,4403,FALSE
98,10,GA,40981412.43,10016077.52,23865917.78,436570,4403,FALSE
98,11,GA,26985535.26,8609477.61,15947082.8,436570,4403,FALSE
98,12,GA,55398151.18,12430287.51,33669855.43,436570,4403,FALSE
99,1,CA,28189347.84,4390527.63,14214223.75,211930,4567,FALSE
99,2,CA,30674581.35,5729235.04,15169254.95,211930,4567,FALSE
99,3,CA,36415622.92,5359934.64,17470702.95,211930,4567,FALSE
99,4,CA,31696585.42,5489805.05,15093514.12,211930,4567,FALSE
99,5,CA,27261132.23,5541565.47,13740384.66,211930,4567,FALSE
99,6,CA,37830089.69,6623390.2,18123332.79,211930,4567,FALSE
99,7,CA,26866093.43,5277366.44,13130585.56,211930,4567,FALSE
99,8,CA,26999244.54,5496267.74,12921934.13,211930,4567,FALSE
99,9,CA,29128947.22,6275531.06,13604787.68,211930,4567,FALSE
99,10,CA,26185464.73,5601944.28,13669197.43,211930,4567,FALSE
99,11,CA,26031618.03,5702507.28,12405335.13,211930,4567,FALSE
99,12,CA,28561877.37,6833355.32,14056635.76,211930,4567,FALSE
100,1,IL,33792212.91,7077561.99,16776502.08,257660,4528,FALSE
100,2,IL,31182458.91,6399768.11,15901688.69,257660,4528,FALSE
100,3,IL,40949463.36,6942888.13,20925184.51,257660,4528,FALSE
100,4,IL,33868012.21,6740335.1,16867183.03,257660,4528,FALSE
100,5,IL,30449412.83,7346209.47,14985646.76,257660,4528,FALSE
100,6,IL,38267487.86,8008208.77,19902017.63,257660,4528,FALSE
100,7,IL,30276161.44,7331077.53,15365874.7,257660,4528,FALSE
100,8,IL,23824769.97,6426115.82,11860069.52,257660,4528,FALSE
100,9,IL,37709212.81,7446566.34,18559429.49,257660,4528,FALSE
100,10,IL,30903034.99,6184330.35,15551832.82,257660,4528,FALSE
100,11,IL,26325237.47,6120260.68,13731091.69,257660,4528,FALSE
100,12,IL,32223027.28,7729955.32,16112732.79,257660,4528,FALSE
101,1,CA,5496490.175,2055416.6,3047981.42,131360,4186,FALSE
101,2,CA,7700128.682,2018545.44,3749213.62,131360,4186,FALSE
101,3,CA,8313356.211,2654651.21,4866862.2,131360,4186,FALSE
101,4,CA,7706065.021,2073242.92,4484946.57,131360,4186,FALSE
101,5,CA,6114094.198,2424089.63,3511158.95,131360,4186,FALSE
101,6,CA,7980293.513,2755627.21,4426587.54,131360,4186,FALSE
101,7,CA,6270351.12,2259154.64,3092873.43,131360,4186,FALSE
101,8,CA,9108573.881,2491724.43,5136857.47,131360,4186,FALSE
101,9,CA,14739691.93,2759719.55,7371381.55,131360,4186,FALSE
101,10,CA,9657526.451,2621757.43,5033809.05,131360,4186,FALSE
101,11,CA,9328128.765,2606839.8,5448624.58,131360,4186,FALSE
101,12,CA,16821249.14,3916241.28,8353752.96,131360,4186,FALSE
102,1,IL,19988513.46,5446600.24,9882188.24,72340,4574,FALSE
102,2,IL,18908438.64,3724273.5,9442914.24,72340,4574,FALSE
102,3,IL,21824504.04,5947146.84,11350946,72340,4574,FALSE
102,4,IL,18280501.77,4791568.84,9275799.6,72340,4574,FALSE
102,5,IL,19760781.69,4135430.74,9694041.3,72340,4574,FALSE
102,6,IL,21446348.07,5058910.97,11067831.51,72340,4574,FALSE
102,7,IL,18588335.56,4374947.63,9416707.05,72340,4574,FALSE
102,8,IL,18836075.34,4036747.26,9194839.38,72340,4574,FALSE
102,9,IL,22279200.4,5034491.29,11800159.07,72340,4574,FALSE
102,10,IL,17433048.96,4516354.84,8961204.43,72340,4574,FALSE
102,11,IL,15009244.87,4924414.26,7547245.09,72340,4574,FALSE
102,12,IL,25482315.83,5241084.01,12605911.75,72340,4574,FALSE
103,1,TX,17843324.11,5432783.92,9648584.18,0,4586,TRUE
103,2,TX,20993242.09,4856911.65,11529630.68,0,4586,TRUE
103,3,TX,24839503.61,5810995.81,12401889.35,0,4586,TRUE
103,4,TX,26203854.02,4676654.47,12535362.75,0,4586,TRUE
103,5,TX,21072258.22,5106777.46,10904029.7,0,4586,TRUE
103,6,TX,28280861.8,6972949.68,14553897.35,0,4586,TRUE
103,7,TX,24421951.38,4943584.85,11950220.48,0,4586,TRUE
103,8,TX,26608243.69,5721429.85,13422548.37,0,4586,TRUE
103,9,TX,33507950.45,5885749.87,16923227.33,0,4586,TRUE
103,10,TX,28826738.02,6178234.95,14906547.59,0,4586,TRUE
103,11,TX,21174318.25,5534503.79,11050733.4,0,4586,TRUE
103,12,TX,32994603.57,7474872.25,17554117.09,0,4586,TRUE
104,1,GA,42268520.68,8727313.3,23640311.53,0,4672,TRUE
104,2,GA,42179643.58,8050615.65,23258749.94,0,4672,TRUE
104,3,GA,52848632.83,9973879.46,29664881.15,0,4672,TRUE
104,4,GA,46262455.3,7480529.37,24751731.48,0,4672,TRUE
104,5,GA,39610128.66,8103806.96,21188788.37,0,4672,TRUE
104,6,GA,59670242.94,10984266.68,33662235.45,0,4672,TRUE
104,7,GA,46038109.02,8610928.32,25579609.89,0,4672,TRUE
104,8,GA,39262123.94,7441239.68,21442895.84,0,4672,TRUE
104,9,GA,53176686.63,11119950.09,29957708.31,0,4672,TRUE
104,10,GA,45854002.87,8622175.83,25562957.1,0,4672,TRUE
104,11,GA,43139141.95,8464335.94,23917436.94,0,4672,TRUE
104,12,GA,52160106.35,9805476.13,28281055.41,0,4672,TRUE
105,1,TX,27517209.19,5944048.1,13326659.98,45910,4682,FALSE
105,2,TX,32528055.77,5816209.33,15740744.19,45910,4682,FALSE
105,3,TX,37998222.16,8497781.48,18369745.6,45910,4682,FALSE
105,4,TX,29885673.09,5151294.15,14402676.65,45910,4682,FALSE
105,5,TX,35530408.95,5461181.1,17061972.89,45910,4682,FALSE
105,6,TX,41711191.75,7280605.54,19473633.21,45910,4682,FALSE
105,7,TX,27430437.67,5304876.64,12967809.25,45910,4682,FALSE
105,8,TX,33103949.62,5476635.65,15492670.86,45910,4682,FALSE
105,9,TX,37560664.98,7414732.53,17108681.06,45910,4682,FALSE
105,10,TX,33132775.04,4673117.04,15481282.49,45910,4682,FALSE
105,11,TX,33768052.39,6087871.21,16354797.92,45910,4682,FALSE
105,12,TX,41569132.99,7229944.26,20777623.19,45910,4682,FALSE
106,1,TX,13857313.37,3540495.16,7008919.03,164010,4327,FALSE
106,2,TX,16978951.74,3649069.32,8731859.27,164010,4327,FALSE
106,3,TX,19612661.92,5089884.44,9604448.24,164010,4327,FALSE
106,4,TX,16191790.28,3912190.9,8162070.95,164010,4327,FALSE
106,5,TX,17524716.09,4319395.5,9077024.63,164010,4327,FALSE
106,6,TX,17829728.39,4990368.9,9392826.32,164010,4327,FALSE
106,7,TX,17239234.35,4176960.27,8702847.19,164010,4327,FALSE
106,8,TX,14107714.2,3969169.3,7092371.63,164010,4327,FALSE
106,9,TX,15184846.94,4533476.27,7621004.4,164010,4327,FALSE
106,10,TX,12716498.6,3481485.78,6686659.63,164010,4327,FALSE
106,11,TX,15256073.74,3316396.92,7711591.58,164010,4327,FALSE
106,12,TX,21133215.98,5287939.22,10920055.38,164010,4327,FALSE
107,1,GA,22808925.87,5674479.4,12090271.12,0,4586,TRUE
107,2,GA,28206871.98,5581991.08,15233696.38,0,4586,TRUE
107,3,GA,35614309.73,6978485.62,18885045.79,0,4586,TRUE
107,4,GA,26912151.7,8191522.65,15052772.03,0,4586,TRUE
107,5,GA,24282449.14,6277534.81,12860762.42,0,4586,TRUE
107,6,GA,22971116.22,8953053.63,12853349.15,0,4586,TRUE
107,7,GA,21559272.65,4104956.59,12188191.48,0,4586,TRUE
107,8,GA,19375649.58,3366983.7,10241238.39,0,4586,TRUE
107,9,GA,24554184.85,6330208.14,13891192.08,0,4586,TRUE
107,10,GA,16572729.28,5846744.45,8801493.65,0,4586,TRUE
107,11,GA,18193605.7,6096180.2,9737563.35,0,4586,TRUE
107,12,GA,23580929.87,7056029.4,13135564.81,0,4586,TRUE
108,1,NJ,16972956.39,5320473.54,10600078.43,241590,4435,FALSE
108,2,NJ,21193519.78,5756459.99,11500189.81,241590,4435,FALSE
108,3,NJ,33611989.28,5978440.23,18503834.17,241590,4435,FALSE
108,4,NJ,20576990.24,4807960.23,11042292.58,241590,4435,FALSE
108,5,NJ,22055112.82,4294893.09,12606163.41,241590,4435,FALSE
108,6,NJ,27518623.01,5975087.37,14744214.51,241590,4435,FALSE
108,7,NJ,15934393.18,4619394.07,8410767.17,241590,4435,FALSE
108,8,NJ,21582697.02,4450782.81,11443744,241590,4435,FALSE
108,9,NJ,22357106.87,5812238.95,11548191.25,241590,4435,FALSE
108,10,NJ,16816347.51,4136424.16,8996353.13,241590,4435,FALSE
108,11,NJ,16099863.94,3980227.26,9243173.42,241590,4435,FALSE
108,12,NJ,25134476.62,5299873.69,14398330.87,241590,4435,FALSE
109,1,TX,39562214.13,7242051.16,19882431.99,136020,4578,FALSE
109,2,TX,41492099.89,6811289.79,21142987.32,136020,4578,FALSE
109,3,TX,41129983.98,8436193.88,20333209.95,136020,4578,FALSE
109,4,TX,33619913.79,6222638.44,17045520.53,136020,4578,FALSE
109,5,TX,34174527.37,5778689.24,17901214.53,136020,4578,FALSE
109,6,TX,38515485.92,7150519.29,19048708.24,136020,4578,FALSE
109,7,TX,28729782.18,6360700.21,14794227.45,136020,4578,FALSE
109,8,TX,35773850.61,5989854.86,18216270.56,136020,4578,FALSE
109,9,TX,35843588.43,6935275.55,17900315.64,136020,4578,FALSE
109,10,TX,22959730.44,6469133.93,11869198.32,136020,4578,FALSE
109,11,TX,27809608.29,5527581.67,14443812.38,136020,4578,FALSE
109,12,TX,30178134.05,7149100.81,15374308.78,136020,4578,FALSE
110,1,IL,9898314.241,3437685.45,5549799.01,164650,4149,FALSE
110,2,IL,11681471.28,3359824.44,6636772.49,164650,4149,FALSE
110,3,IL,14425074.29,4271803.06,8097418.74,164650,4149,FALSE
110,4,IL,13219723.33,4326698.02,6630161.84,164650,4149,FALSE
110,5,IL,12184613.17,3905511.84,7141644.73,164650,4149,FALSE
110,6,IL,13789338.44,4657215.55,7467705.13,164650,4149,FALSE
110,7,IL,11095624.17,3389855.01,5550921.92,164650,4149,FALSE
110,8,IL,12995965.48,2741486.96,7333994.7,164650,4149,FALSE
110,9,IL,16416036.43,4439932.8,9954531.23,164650,4149,FALSE
110,10,IL,12896426.62,4445379.03,7838118.22,164650,4149,FALSE
